customer_id,age,gender,age_group,region,regional_preferences,demographic_text
CUS00176,44.0,female,35-44,Vũng Tàu,southern,"Nhân khẩu học: 44.0 tuổi, female, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00177,54.0,male,45-54,Nha Trang,central,"Nhân khẩu học: 54.0 tuổi, male, nhóm 45-54, khu vực Nha Trang, sở thích: central"
CUS00178,38.0,female,35-44,TP.HCM,southern,"Nhân khẩu học: 38.0 tuổi, female, nhóm 35-44, khu vực TP.HCM, sở thích: southern"
CUS00179,61.0,female,55-64,Đà Nẵng,central,"Nhân khẩu học: 61.0 tuổi, female, nhóm 55-64, khu vực Đà Nẵng, sở thích: central"
CUS00180,22.0,male,18-24,Đà Lạt,southern,"Nhân khẩu học: 22.0 tuổi, male, nhóm 18-24, khu vực Đà Lạt, sở thích: southern"
CUS00181,28.0,male,25-34,Vũng Tàu,southern,"Nhân khẩu học: 28.0 tuổi, male, nhóm 25-34, khu vực Vũng Tàu, sở thích: southern"
CUS00182,36.0,female,35-44,Đà Nẵng,central,"Nhân khẩu học: 36.0 tuổi, female, nhóm 35-44, khu vực Đà Nẵng, sở thích: central"
CUS00183,63.0,male,55-64,Huế,central,"Nhân khẩu học: 63.0 tuổi, male, nhóm 55-64, khu vực Huế, sở thích: central"
CUS00184,45.0,female,45-54,Đà Lạt,southern,"Nhân khẩu học: 45.0 tuổi, female, nhóm 45-54, khu vực Đà Lạt, sở thích: southern"
CUS00185,61.0,male,55-64,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 61.0 tuổi, male, nhóm 55-64, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS00186,79.0,male,65+,Hải Phòng,northern,"Nhân khẩu học: 79.0 tuổi, male, nhóm 65+, khu vực Hải Phòng, sở thích: northern"
CUS00187,48.0,male,45-54,Hải Phòng,northern,"Nhân khẩu học: 48.0 tuổi, male, nhóm 45-54, khu vực Hải Phòng, sở thích: northern"
CUS00188,40.0,female,35-44,Nha Trang,southern,"Nhân khẩu học: 40.0 tuổi, female, nhóm 35-44, khu vực Nha Trang, sở thích: southern"
CUS00189,39.0,male,35-44,Hải Phòng,northern,"Nhân khẩu học: 39.0 tuổi, male, nhóm 35-44, khu vực Hải Phòng, sở thích: northern"
CUS00190,74.0,male,65+,Hạ Long,northern,"Nhân khẩu học: 74.0 tuổi, male, nhóm 65+, khu vực Hạ Long, sở thích: northern"
CUS00191,35.0,male,35-44,Hải Phòng,northern,"Nhân khẩu học: 35.0 tuổi, male, nhóm 35-44, khu vực Hải Phòng, sở thích: northern"
CUS00192,21.0,female,18-24,Huế,central,"Nhân khẩu học: 21.0 tuổi, female, nhóm 18-24, khu vực Huế, sở thích: central"
CUS00193,72.0,male,65+,Buôn Ma Thuột,southern,"Nhân khẩu học: 72.0 tuổi, male, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00194,19.0,male,18-24,Hạ Long,northern,"Nhân khẩu học: 19.0 tuổi, male, nhóm 18-24, khu vực Hạ Long, sở thích: northern"
CUS00195,38.0,male,35-44,Vũng Tàu,southern,"Nhân khẩu học: 38.0 tuổi, male, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00196,60.0,male,55-64,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 60.0 tuổi, male, nhóm 55-64, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS00197,60.0,male,55-64,Hạ Long,northern,"Nhân khẩu học: 60.0 tuổi, male, nhóm 55-64, khu vực Hạ Long, sở thích: northern"
CUS00198,69.0,female,65+,Huế,central,"Nhân khẩu học: 69.0 tuổi, female, nhóm 65+, khu vực Huế, sở thích: central"
CUS00199,41.0,female,35-44,Đà Lạt,southern,"Nhân khẩu học: 41.0 tuổi, female, nhóm 35-44, khu vực Đà Lạt, sở thích: southern"
CUS00200,60.0,male,55-64,Đà Lạt,southern,"Nhân khẩu học: 60.0 tuổi, male, nhóm 55-64, khu vực Đà Lạt, sở thích: southern"
CUS00201,46.0,male,45-54,Hạ Long,northern,"Nhân khẩu học: 46.0 tuổi, male, nhóm 45-54, khu vực Hạ Long, sở thích: northern"
CUS00202,40.0,male,35-44,Hà Nội,northern,"Nhân khẩu học: 40.0 tuổi, male, nhóm 35-44, khu vực Hà Nội, sở thích: northern"
CUS00203,44.0,female,35-44,Hạ Long,northern,"Nhân khẩu học: 44.0 tuổi, female, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS00204,56.0,male,55-64,Đà Lạt,southern,"Nhân khẩu học: 56.0 tuổi, male, nhóm 55-64, khu vực Đà Lạt, sở thích: southern"
CUS00205,28.0,female,25-34,Hải Phòng,northern,"Nhân khẩu học: 28.0 tuổi, female, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS00206,48.0,female,45-54,Hà Nội,northern,"Nhân khẩu học: 48.0 tuổi, female, nhóm 45-54, khu vực Hà Nội, sở thích: northern"
CUS00207,71.0,male,65+,Vũng Tàu,southern,"Nhân khẩu học: 71.0 tuổi, male, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS00208,71.0,female,65+,Vũng Tàu,southern,"Nhân khẩu học: 71.0 tuổi, female, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS00209,49.0,male,45-54,Đà Lạt,southern,"Nhân khẩu học: 49.0 tuổi, male, nhóm 45-54, khu vực Đà Lạt, sở thích: southern"
CUS00210,39.0,male,35-44,Huế,central,"Nhân khẩu học: 39.0 tuổi, male, nhóm 35-44, khu vực Huế, sở thích: central"
CUS00211,39.0,female,35-44,Buôn Ma Thuột,southern,"Nhân khẩu học: 39.0 tuổi, female, nhóm 35-44, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00212,20.0,female,18-24,Hạ Long,northern,"Nhân khẩu học: 20.0 tuổi, female, nhóm 18-24, khu vực Hạ Long, sở thích: northern"
CUS00213,54.0,male,45-54,Đà Nẵng,central,"Nhân khẩu học: 54.0 tuổi, male, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS00214,23.0,female,18-24,Huế,central,"Nhân khẩu học: 23.0 tuổi, female, nhóm 18-24, khu vực Huế, sở thích: central"
CUS00215,24.0,female,18-24,Đà Lạt,southern,"Nhân khẩu học: 24.0 tuổi, female, nhóm 18-24, khu vực Đà Lạt, sở thích: southern"
CUS00216,19.0,male,18-24,Buôn Ma Thuột,southern,"Nhân khẩu học: 19.0 tuổi, male, nhóm 18-24, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00217,34.0,female,25-34,Buôn Ma Thuột,northern,"Nhân khẩu học: 34.0 tuổi, female, nhóm 25-34, khu vực Buôn Ma Thuột, sở thích: northern"
CUS00218,33.0,female,25-34,Huế,central,"Nhân khẩu học: 33.0 tuổi, female, nhóm 25-34, khu vực Huế, sở thích: central"
CUS00219,68.0,female,65+,Buôn Ma Thuột,central,"Nhân khẩu học: 68.0 tuổi, female, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: central"
CUS00220,23.0,male,18-24,Hải Phòng,northern,"Nhân khẩu học: 23.0 tuổi, male, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS00221,59.0,female,55-64,Cần Thơ,southern,"Nhân khẩu học: 59.0 tuổi, female, nhóm 55-64, khu vực Cần Thơ, sở thích: southern"
CUS00222,62.0,female,55-64,Hà Nội,northern,"Nhân khẩu học: 62.0 tuổi, female, nhóm 55-64, khu vực Hà Nội, sở thích: northern"
CUS00223,39.0,male,35-44,TP.HCM,southern,"Nhân khẩu học: 39.0 tuổi, male, nhóm 35-44, khu vực TP.HCM, sở thích: southern"
CUS00224,78.0,male,65+,Huế,central,"Nhân khẩu học: 78.0 tuổi, male, nhóm 65+, khu vực Huế, sở thích: central"
CUS00225,28.0,male,25-34,Nha Trang,northern,"Nhân khẩu học: 28.0 tuổi, male, nhóm 25-34, khu vực Nha Trang, sở thích: northern"
CUS00226,58.0,female,55-64,TP.HCM,southern,"Nhân khẩu học: 58.0 tuổi, female, nhóm 55-64, khu vực TP.HCM, sở thích: southern"
CUS00227,46.0,female,45-54,Hạ Long,northern,"Nhân khẩu học: 46.0 tuổi, female, nhóm 45-54, khu vực Hạ Long, sở thích: northern"
CUS00228,21.0,female,18-24,Hải Phòng,northern,"Nhân khẩu học: 21.0 tuổi, female, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS00229,21.0,male,18-24,Đà Nẵng,central,"Nhân khẩu học: 21.0 tuổi, male, nhóm 18-24, khu vực Đà Nẵng, sở thích: central"
CUS00230,32.0,male,25-34,Đà Lạt,southern,"Nhân khẩu học: 32.0 tuổi, male, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS00231,18.0,female,18-24,Hà Nội,northern,"Nhân khẩu học: 18.0 tuổi, female, nhóm 18-24, khu vực Hà Nội, sở thích: northern"
CUS00232,22.0,female,18-24,Nha Trang,southern,"Nhân khẩu học: 22.0 tuổi, female, nhóm 18-24, khu vực Nha Trang, sở thích: southern"
CUS00233,55.0,male,55-64,Đà Nẵng,central,"Nhân khẩu học: 55.0 tuổi, male, nhóm 55-64, khu vực Đà Nẵng, sở thích: central"
CUS00234,70.0,male,65+,Huế,central,"Nhân khẩu học: 70.0 tuổi, male, nhóm 65+, khu vực Huế, sở thích: central"
CUS00235,26.0,male,25-34,Đà Lạt,southern,"Nhân khẩu học: 26.0 tuổi, male, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS00236,34.0,female,25-34,Đà Lạt,southern,"Nhân khẩu học: 34.0 tuổi, female, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS00237,70.0,female,65+,Hạ Long,northern,"Nhân khẩu học: 70.0 tuổi, female, nhóm 65+, khu vực Hạ Long, sở thích: northern"
CUS00238,37.0,male,35-44,Đà Lạt,southern,"Nhân khẩu học: 37.0 tuổi, male, nhóm 35-44, khu vực Đà Lạt, sở thích: southern"
CUS00239,46.0,female,45-54,Huế,central,"Nhân khẩu học: 46.0 tuổi, female, nhóm 45-54, khu vực Huế, sở thích: central"
CUS00240,64.0,female,55-64,TP.HCM,southern,"Nhân khẩu học: 64.0 tuổi, female, nhóm 55-64, khu vực TP.HCM, sở thích: southern"
CUS00241,51.0,female,45-54,Huế,central,"Nhân khẩu học: 51.0 tuổi, female, nhóm 45-54, khu vực Huế, sở thích: central"
CUS00242,63.0,female,55-64,Nha Trang,northern,"Nhân khẩu học: 63.0 tuổi, female, nhóm 55-64, khu vực Nha Trang, sở thích: northern"
CUS00243,39.0,male,35-44,Hạ Long,northern,"Nhân khẩu học: 39.0 tuổi, male, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS00244,18.0,female,18-24,Hải Phòng,northern,"Nhân khẩu học: 18.0 tuổi, female, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS00245,36.0,male,35-44,Vũng Tàu,southern,"Nhân khẩu học: 36.0 tuổi, male, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00246,28.0,female,25-34,Hải Phòng,northern,"Nhân khẩu học: 28.0 tuổi, female, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS00247,46.0,female,45-54,Đà Lạt,southern,"Nhân khẩu học: 46.0 tuổi, female, nhóm 45-54, khu vực Đà Lạt, sở thích: southern"
CUS00248,75.0,male,65+,Huế,central,"Nhân khẩu học: 75.0 tuổi, male, nhóm 65+, khu vực Huế, sở thích: central"
CUS00249,64.0,male,55-64,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 64.0 tuổi, male, nhóm 55-64, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS00250,66.0,male,65+,Buôn Ma Thuột,central,"Nhân khẩu học: 66.0 tuổi, male, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: central"
CUS00251,39.0,female,35-44,Huế,central,"Nhân khẩu học: 39.0 tuổi, female, nhóm 35-44, khu vực Huế, sở thích: central"
CUS00252,21.0,male,18-24,Đà Nẵng,central,"Nhân khẩu học: 21.0 tuổi, male, nhóm 18-24, khu vực Đà Nẵng, sở thích: central"
CUS00253,42.0,female,35-44,TP.HCM,southern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực TP.HCM, sở thích: southern"
CUS00254,60.0,female,55-64,Cần Thơ,southern,"Nhân khẩu học: 60.0 tuổi, female, nhóm 55-64, khu vực Cần Thơ, sở thích: southern"
CUS00255,65.0,male,65+,Hà Nội,northern,"Nhân khẩu học: 65.0 tuổi, male, nhóm 65+, khu vực Hà Nội, sở thích: northern"
CUS00256,63.0,female,55-64,Hải Phòng,northern,"Nhân khẩu học: 63.0 tuổi, female, nhóm 55-64, khu vực Hải Phòng, sở thích: northern"
CUS00257,59.0,male,55-64,Hạ Long,northern,"Nhân khẩu học: 59.0 tuổi, male, nhóm 55-64, khu vực Hạ Long, sở thích: northern"
CUS00258,37.0,male,35-44,Cần Thơ,southern,"Nhân khẩu học: 37.0 tuổi, male, nhóm 35-44, khu vực Cần Thơ, sở thích: southern"
CUS00259,21.0,female,18-24,Đà Lạt,southern,"Nhân khẩu học: 21.0 tuổi, female, nhóm 18-24, khu vực Đà Lạt, sở thích: southern"
CUS00260,52.0,male,45-54,Vũng Tàu,southern,"Nhân khẩu học: 52.0 tuổi, male, nhóm 45-54, khu vực Vũng Tàu, sở thích: southern"
CUS00261,55.0,male,55-64,Hải Phòng,northern,"Nhân khẩu học: 55.0 tuổi, male, nhóm 55-64, khu vực Hải Phòng, sở thích: northern"
CUS00262,39.0,female,35-44,Đà Nẵng,central,"Nhân khẩu học: 39.0 tuổi, female, nhóm 35-44, khu vực Đà Nẵng, sở thích: central"
CUS00263,30.0,male,25-34,Nha Trang,all_regions,"Nhân khẩu học: 30.0 tuổi, male, nhóm 25-34, khu vực Nha Trang, sở thích: all_regions"
CUS00264,43.0,female,35-44,Huế,central,"Nhân khẩu học: 43.0 tuổi, female, nhóm 35-44, khu vực Huế, sở thích: central"
CUS00265,60.0,female,55-64,Nha Trang,all_regions,"Nhân khẩu học: 60.0 tuổi, female, nhóm 55-64, khu vực Nha Trang, sở thích: all_regions"
CUS00266,77.0,male,65+,TP.HCM,southern,"Nhân khẩu học: 77.0 tuổi, male, nhóm 65+, khu vực TP.HCM, sở thích: southern"
CUS00267,34.0,female,25-34,Hà Nội,northern,"Nhân khẩu học: 34.0 tuổi, female, nhóm 25-34, khu vực Hà Nội, sở thích: northern"
CUS00268,42.0,female,35-44,Hà Nội,northern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Hà Nội, sở thích: northern"
CUS00269,60.0,male,55-64,Buôn Ma Thuột,southern,"Nhân khẩu học: 60.0 tuổi, male, nhóm 55-64, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00270,18.0,female,18-24,Đà Nẵng,central,"Nhân khẩu học: 18.0 tuổi, female, nhóm 18-24, khu vực Đà Nẵng, sở thích: central"
CUS00271,72.0,male,65+,Hải Phòng,northern,"Nhân khẩu học: 72.0 tuổi, male, nhóm 65+, khu vực Hải Phòng, sở thích: northern"
CUS00272,28.0,male,25-34,Hạ Long,northern,"Nhân khẩu học: 28.0 tuổi, male, nhóm 25-34, khu vực Hạ Long, sở thích: northern"
CUS00273,19.0,female,18-24,Hải Phòng,northern,"Nhân khẩu học: 19.0 tuổi, female, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS00274,43.0,female,35-44,Đà Lạt,southern,"Nhân khẩu học: 43.0 tuổi, female, nhóm 35-44, khu vực Đà Lạt, sở thích: southern"
CUS00275,42.0,female,35-44,Cần Thơ,southern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Cần Thơ, sở thích: southern"
CUS00276,20.0,female,18-24,Đà Nẵng,central,"Nhân khẩu học: 20.0 tuổi, female, nhóm 18-24, khu vực Đà Nẵng, sở thích: central"
CUS00277,31.0,male,25-34,Hải Phòng,northern,"Nhân khẩu học: 31.0 tuổi, male, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS00278,69.0,male,65+,TP.HCM,southern,"Nhân khẩu học: 69.0 tuổi, male, nhóm 65+, khu vực TP.HCM, sở thích: southern"
CUS00279,20.0,male,18-24,Vũng Tàu,southern,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS00280,51.0,female,45-54,Nha Trang,central,"Nhân khẩu học: 51.0 tuổi, female, nhóm 45-54, khu vực Nha Trang, sở thích: central"
CUS00281,59.0,male,55-64,Hải Phòng,northern,"Nhân khẩu học: 59.0 tuổi, male, nhóm 55-64, khu vực Hải Phòng, sở thích: northern"
CUS00282,78.0,male,65+,Nha Trang,southern,"Nhân khẩu học: 78.0 tuổi, male, nhóm 65+, khu vực Nha Trang, sở thích: southern"
CUS00283,42.0,female,35-44,Hạ Long,northern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS00284,20.0,male,18-24,Hạ Long,northern,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực Hạ Long, sở thích: northern"
CUS00285,41.0,female,35-44,Huế,central,"Nhân khẩu học: 41.0 tuổi, female, nhóm 35-44, khu vực Huế, sở thích: central"
CUS00286,67.0,male,65+,Đà Lạt,southern,"Nhân khẩu học: 67.0 tuổi, male, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00287,30.0,female,25-34,Cần Thơ,southern,"Nhân khẩu học: 30.0 tuổi, female, nhóm 25-34, khu vực Cần Thơ, sở thích: southern"
CUS00288,41.0,female,35-44,TP.HCM,southern,"Nhân khẩu học: 41.0 tuổi, female, nhóm 35-44, khu vực TP.HCM, sở thích: southern"
CUS00289,55.0,female,55-64,Đà Lạt,southern,"Nhân khẩu học: 55.0 tuổi, female, nhóm 55-64, khu vực Đà Lạt, sở thích: southern"
CUS00290,32.0,female,25-34,Vũng Tàu,southern,"Nhân khẩu học: 32.0 tuổi, female, nhóm 25-34, khu vực Vũng Tàu, sở thích: southern"
CUS00291,39.0,female,35-44,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 39.0 tuổi, female, nhóm 35-44, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS00292,67.0,female,65+,Hải Phòng,northern,"Nhân khẩu học: 67.0 tuổi, female, nhóm 65+, khu vực Hải Phòng, sở thích: northern"
CUS00293,25.0,female,25-34,Hải Phòng,northern,"Nhân khẩu học: 25.0 tuổi, female, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS00294,46.0,male,45-54,Vũng Tàu,southern,"Nhân khẩu học: 46.0 tuổi, male, nhóm 45-54, khu vực Vũng Tàu, sở thích: southern"
CUS00295,35.0,male,35-44,TP.HCM,southern,"Nhân khẩu học: 35.0 tuổi, male, nhóm 35-44, khu vực TP.HCM, sở thích: southern"
CUS00296,40.0,female,35-44,Buôn Ma Thuột,southern,"Nhân khẩu học: 40.0 tuổi, female, nhóm 35-44, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00297,24.0,female,18-24,TP.HCM,southern,"Nhân khẩu học: 24.0 tuổi, female, nhóm 18-24, khu vực TP.HCM, sở thích: southern"
CUS00298,79.0,female,65+,Nha Trang,all_regions,"Nhân khẩu học: 79.0 tuổi, female, nhóm 65+, khu vực Nha Trang, sở thích: all_regions"
CUS00299,50.0,male,45-54,Hạ Long,northern,"Nhân khẩu học: 50.0 tuổi, male, nhóm 45-54, khu vực Hạ Long, sở thích: northern"
CUS00300,43.0,female,35-44,Vũng Tàu,southern,"Nhân khẩu học: 43.0 tuổi, female, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00301,20.0,male,18-24,Nha Trang,all_regions,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực Nha Trang, sở thích: all_regions"
CUS00302,80.0,female,65+,Vũng Tàu,southern,"Nhân khẩu học: 80.0 tuổi, female, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS00303,23.0,female,18-24,Đà Lạt,southern,"Nhân khẩu học: 23.0 tuổi, female, nhóm 18-24, khu vực Đà Lạt, sở thích: southern"
CUS00304,64.0,female,55-64,Huế,central,"Nhân khẩu học: 64.0 tuổi, female, nhóm 55-64, khu vực Huế, sở thích: central"
CUS00305,50.0,female,45-54,Nha Trang,all_regions,"Nhân khẩu học: 50.0 tuổi, female, nhóm 45-54, khu vực Nha Trang, sở thích: all_regions"
CUS00306,28.0,male,25-34,Đà Nẵng,central,"Nhân khẩu học: 28.0 tuổi, male, nhóm 25-34, khu vực Đà Nẵng, sở thích: central"
CUS00307,23.0,male,18-24,Đà Lạt,southern,"Nhân khẩu học: 23.0 tuổi, male, nhóm 18-24, khu vực Đà Lạt, sở thích: southern"
CUS00308,38.0,female,35-44,Vũng Tàu,southern,"Nhân khẩu học: 38.0 tuổi, female, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00309,54.0,female,45-54,Hà Nội,northern,"Nhân khẩu học: 54.0 tuổi, female, nhóm 45-54, khu vực Hà Nội, sở thích: northern"
CUS00310,35.0,female,35-44,Huế,central,"Nhân khẩu học: 35.0 tuổi, female, nhóm 35-44, khu vực Huế, sở thích: central"
CUS00311,79.0,male,65+,Buôn Ma Thuột,northern,"Nhân khẩu học: 79.0 tuổi, male, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: northern"
CUS00312,57.0,male,55-64,Hà Nội,northern,"Nhân khẩu học: 57.0 tuổi, male, nhóm 55-64, khu vực Hà Nội, sở thích: northern"
CUS00313,31.0,female,25-34,Buôn Ma Thuột,central,"Nhân khẩu học: 31.0 tuổi, female, nhóm 25-34, khu vực Buôn Ma Thuột, sở thích: central"
